Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2004-09-24,24.749,24.895,23.94,24.017,1051217
2004-09-27,23.871,24.605,23.717,24.605,746410
2004-09-28,24.46,25.261,24.46,25.261,813364
2004-09-29,25.261,25.407,24.895,25.193,403619
2004-09-30,25.193,25.482,25.039,25.193,1856469
2004-10-01,25.039,25.338,24.895,25.116,507151
2004-10-04,25.407,26.515,25.407,26.148,1435730
2004-10-05,26.148,26.583,25.995,26.071,924913
2004-10-06,26.071,26.217,25.774,26.071,1004401
2004-10-07,26.217,26.66,26.217,26.66,2045867
2004-10-08,26.583,26.951,26.217,26.439,1310699
2004-10-11,26.439,26.439,25.995,26.148,1407999
2004-10-12,26.071,26.071,25.039,25.039,1787206
2004-10-13,25.193,25.705,25.039,25.628,633348
2004-10-14,25.261,25.995,25.116,25.261,819523
2004-10-15,25.338,26.148,25.193,25.995,1310146
2004-10-18,26.071,26.148,25.56,25.995,593101
2004-10-19,25.995,27.172,25.995,27.172,1307564
2004-10-20,26.882,27.537,26.806,27.172,1382538
2004-10-21,27.172,27.248,26.806,27.248,685793
2004-10-22,27.172,27.537,26.882,27.537,1783619
2004-10-25,27.318,27.318,26.882,27.027,821954
2004-10-26,27.027,27.393,26.806,27.393,1285134
2004-10-27,27.393,27.836,27.318,27.318,2226277
2004-10-28,27.248,27.318,26.439,26.806,2333002
2004-10-29,26.583,27.027,26.583,26.882,1007153
2004-11-02,26.951,27.248,26.882,26.951,1782430
2004-11-03,27.104,27.248,26.66,26.73,1404025
2004-11-04,26.439,26.806,26.293,26.515,1850847
2004-11-05,26.583,26.806,26.363,26.439,1179225
2004-11-08,26.515,26.583,25.407,25.705,1723419
2004-11-09,25.705,26.583,25.407,26.583,2205957
2004-11-10,26.583,26.73,26.217,26.515,2124176
2004-11-12,26.73,28.273,26.73,28.05,4134425
2004-11-15,28.05,28.348,27.318,27.47,3239889
2004-11-16,27.47,27.615,27.172,27.393,2051595
2004-11-17,27.47,27.761,27.393,27.537,3396296
2004-11-18,27.684,27.684,26.882,27.248,13841492
2004-11-19,27.393,27.615,27.393,27.393,818795
2004-11-22,27.248,27.47,27.104,27.248,694030
2004-11-23,27.318,27.393,26.806,27.027,723422
2004-11-24,26.951,27.172,26.66,27.104,665264
2004-11-25,27.027,27.172,26.951,26.951,509302
2004-11-26,27.027,27.104,26.806,26.951,286962
2004-11-29,27.027,27.393,26.951,27.172,3148852
2004-11-30,27.172,27.615,27.104,27.47,2188881
2004-12-01,27.47,28.348,27.393,28.348,2710463
2004-12-02,28.494,29.158,28.273,29.158,2014123
2004-12-03,29.158,29.372,28.937,29.082,2871874
2004-12-06,28.861,29.006,28.57,29.006,1289836
2004-12-07,28.937,28.937,28.424,28.715,2146933
2004-12-08,28.639,28.639,28.05,28.05,777102
2004-12-09,27.982,27.982,27.615,27.761,1070994
2004-12-10,27.836,27.904,27.537,27.537,711155
2004-12-13,27.615,27.684,27.248,27.393,1976284
2004-12-14,27.537,28.204,27.47,27.836,2155043
2004-12-15,27.836,28.127,27.393,27.537,1633884
2004-12-16,27.537,28.273,27.537,28.273,2023404
2004-12-17,28.424,28.57,28.05,28.424,1068935
2004-12-20,28.348,29.158,28.348,28.715,1746338
2004-12-21,28.639,28.639,28.204,28.273,838471
2004-12-22,28.204,28.273,27.248,27.537,1463971
2004-12-23,27.684,27.836,27.104,27.104,677562
2004-12-24,27.172,27.172,26.73,27.172,125399
2004-12-27,27.318,27.615,27.172,27.47,156178
2004-12-28,27.537,27.537,27.318,27.537,916867
2004-12-29,27.537,27.615,27.318,27.318,756888
2004-12-30,27.47,27.836,27.393,27.684,1434190
2004-12-31,27.761,28.05,27.684,27.761,560459
2005-01-03,27.836,28.127,27.318,27.537,827890
2005-01-04,27.393,27.47,26.882,27.248,1329880
2005-01-05,26.951,26.951,26.515,26.515,1036310
2005-01-06,26.439,26.439,25.482,25.628,2681692
2005-01-07,25.628,25.628,24.826,25.338,3010427
2005-01-10,25.56,25.628,24.749,25.261,2583077
2005-01-11,25.705,25.995,25.56,25.774,2337948
2005-01-12,25.925,26.293,25.849,26.071,2025674
2005-01-13,26.363,26.66,26.217,26.439,2490752
2005-01-14,26.515,26.882,26.439,26.806,2239761
2005-01-17,26.806,26.882,26.363,26.806,1022666
2005-01-18,26.515,26.806,26.217,26.439,1878461
2005-01-19,26.439,26.806,26.293,26.73,1942566
2005-01-20,26.515,26.73,26.439,26.583,1436645
2005-01-21,25.925,26.439,25.925,26.217,1308937
2005-01-24,26.217,26.439,26.148,26.439,349380
2005-01-25,26.515,26.806,26.439,26.66,1337942
2005-01-26,26.583,26.806,26.515,26.806,1582638
2005-01-27,26.806,27.393,26.806,27.172,2342581
2005-01-28,27.248,28.273,27.172,27.836,2306659
2005-01-31,27.684,28.127,27.47,27.904,1101566
2005-02-01,28.05,28.715,27.904,28.494,1963218
2005-02-02,28.424,28.494,28.204,28.494,1011920
2005-02-03,28.494,29.006,28.204,28.494,2092172
2005-02-04,28.494,29.158,28.494,29.158,1301631
2005-02-07,29.228,30.259,29.228,29.959,2597792
2005-02-08,29.959,30.182,29.594,30.037,1962100
2005-02-09,29.892,29.892,29.449,29.671,838898
2005-02-10,29.671,30.847,29.671,30.113,2834666
2005-02-11,30.182,31.069,30.182,30.992,1287777
2005-02-14,30.916,31.803,30.694,31.214,753556
2005-02-15,31.136,31.948,31.136,31.948,1502378
2005-02-16,32.17,33.559,32.016,33.559,2974509
2005-02-17,33.712,34.661,33.125,33.125,3990689
2005-02-18,32.826,34.002,32.605,32.826,1440960
2005-02-21,32.758,33.926,32.681,33.781,1854519
2005-02-22,33.781,34.079,33.125,33.781,2768030
2005-02-23,33.27,34.002,33.048,33.712,1876011
2005-02-24,33.858,34.369,33.636,34.149,1714961
2005-02-25,34.593,35.837,34.593,35.547,3266011
2005-02-28,35.837,35.837,33.926,34.149,1995251
2005-03-01,34.002,34.149,33.339,34.149,1611274
2005-03-02,32.972,33.858,32.972,33.048,1450327
2005-03-03,33.125,33.49,32.972,33.048,1595839
2005-03-04,33.27,33.858,33.125,33.858,1739629
2005-03-07,34.149,36.724,33.636,34.593,2672103
2005-03-08,34.294,35.248,34.225,34.369,1395178
2005-03-09,34.369,35.547,34.369,35.401,3120763
2005-03-10,35.248,35.324,34.661,34.813,1430683
2005-03-11,34.737,34.881,33.559,33.781,2224994
2005-03-14,33.559,34.079,33.27,33.636,1151040
2005-03-15,33.636,33.858,33.048,33.125,1311553
2005-03-16,32.536,32.605,31.65,31.948,2682923
2005-03-17,31.436,32.459,31.359,32.238,1674533
2005-03-18,32.459,33.125,32.459,32.902,2118614
2005-03-21,32.826,33.048,31.948,32.758,1336807
2005-03-22,32.758,34.002,32.758,33.858,2797209
2005-03-23,33.048,34.813,32.902,34.661,2962240
2005-03-24,34.737,34.958,33.858,33.858,1904283
2005-03-29,33.858,34.294,33.415,34.294,325715
2005-03-30,34.225,34.593,34.002,34.294,398119
2005-03-31,34.516,34.661,33.49,33.49,2865921
2005-04-01,33.781,34.737,33.636,34.445,2169801
2005-04-04,34.445,35.181,34.445,34.881,1865445
2005-04-05,34.958,36.059,34.958,35.47,2357834
2005-04-06,35.837,36.204,35.614,36.204,1709723
2005-04-07,36.204,36.425,35.547,35.614,1263662
2005-04-11,35.248,35.324,34.661,34.661,2115879
2005-04-12,34.881,35.181,34.737,34.813,364603
2005-04-13,35.027,35.692,34.813,34.813,715019
2005-04-14,34.813,34.813,33.712,34.149,1230932
2005-04-15,34.002,34.079,33.559,33.926,497287
2005-04-18,33.27,33.712,32.972,33.27,1057006
2005-04-19,33.339,33.712,33.048,33.49,647404
2005-04-20,33.636,34.369,33.49,33.49,972150
2005-04-21,33.858,34.445,33.858,34.225,1259052
2005-04-22,34.516,34.881,34.516,34.813,669946
2005-04-25,35.027,35.324,34.813,35.248,627464
2005-04-26,35.324,35.324,34.881,34.958,910946
2005-04-27,34.737,34.737,34.149,34.149,541240
2005-04-28,33.559,33.858,33.27,33.415,1042724
2005-04-29,33.636,33.858,33.339,33.559,549052
2005-05-02,33.781,34.149,33.636,34.002,282889
2005-05-04,34.079,34.149,32.681,32.826,991345
2005-05-05,33.193,33.559,32.315,32.459,1540820
2005-05-06,32.681,32.681,31.436,32.238,2311818
2005-05-09,32.238,32.315,31.58,31.58,1307850
2005-05-10,31.803,31.803,30.694,30.771,1831182
2005-05-11,30.481,31.214,30.481,31.214,1368453
2005-05-12,31.359,31.727,31.282,31.436,1800232
2005-05-13,30.771,31.282,30.694,30.847,2453691
2005-05-16,31.359,31.359,30.847,30.916,1132820
2005-05-17,30.916,31.359,30.694,31.136,1695050
2005-05-18,31.436,32.094,31.359,32.094,1708651
2005-05-19,32.459,32.902,32.315,32.605,1195755
2005-05-20,32.605,33.339,32.459,32.902,1707474
2005-05-23,32.826,32.972,32.681,32.972,990534
2005-05-24,32.972,32.972,32.384,32.459,673743
2005-05-25,32.536,32.826,32.384,32.536,370141
2005-05-27,32.758,33.858,32.758,33.193,739352
2005-05-30,33.415,34.445,33.415,34.079,1688553
2005-05-31,34.149,34.225,33.858,33.926,1947685
2005-06-01,33.712,33.858,33.193,33.415,1114629
2005-06-02,33.559,34.002,33.27,33.339,1488404
2005-06-03,33.636,33.858,33.559,33.712,1279764
2005-06-06,33.781,34.661,33.636,34.661,2059504
2005-06-07,34.593,34.737,34.079,34.149,956785
2005-06-08,33.926,34.225,33.559,33.781,488580
2005-06-09,33.781,33.781,33.559,33.712,578377
2005-06-10,34.079,35.103,34.002,34.881,2444571
2005-06-13,34.881,35.47,34.813,35.324,1317757
2005-06-14,35.614,35.614,34.369,35.248,745337
2005-06-15,35.027,35.768,35.027,35.768,1220563
2005-06-16,35.914,35.914,35.47,35.614,402074
2005-06-17,35.547,36.204,35.47,36.135,687881
2005-06-20,35.982,36.791,35.982,36.356,926059
2005-06-21,36.425,36.647,36.356,36.57,838426
2005-06-22,36.501,37.014,36.425,36.938,914621
2005-06-23,37.159,37.458,36.279,37.014,979288
2005-06-24,36.356,36.501,35.914,36.425,1440032
2005-06-27,36.425,36.57,35.982,36.57,725028
2005-06-28,36.647,37.235,36.57,36.57,1791100
2005-06-29,36.724,37.014,36.356,36.724,1851027
2005-06-30,36.724,37.091,36.279,37.014,949307
2005-07-01,36.867,37.67,36.791,37.525,1336652
2005-07-04,37.458,38.481,37.235,38.481,1122745
2005-07-05,38.336,39.068,37.67,37.823,770383
2005-07-06,37.97,38.557,37.893,38.557,1151058
2005-07-07,38.26,38.481,37.235,38.19,1671613
2005-07-08,38.26,39.367,38.26,38.993,1637116
2005-07-11,39.291,39.437,37.97,38.336,753033
2005-07-12,38.557,38.993,38.557,38.847,1699083
2005-07-13,39.145,39.657,38.923,39.291,1117284
2005-07-14,39.804,39.879,39.291,39.581,1092923
2005-07-15,39.367,39.437,38.779,38.779,1028880
2005-07-18,38.779,38.993,38.481,38.481,659920
2005-07-19,38.481,39.291,38.336,38.923,1466205
2005-07-20,38.923,39.367,38.701,39.145,1362343
2005-07-21,39.291,39.367,38.113,38.113,660118
2005-07-22,38.113,38.19,37.38,37.893,1040570
2005-07-25,38.045,39.068,38.045,38.779,984914
2005-07-26,38.993,39.879,38.993,39.367,1144170
2005-07-27,39.581,39.804,39.213,39.657,1098153
2005-07-28,39.734,40.879,39.734,40.879,1424887
2005-07-29,41.109,41.721,41.109,41.339,1161035
2005-08-01,41.109,41.644,41.109,41.644,642310
2005-08-02,41.874,43.324,41.874,43.095,1329345
2005-08-03,43.019,43.019,42.101,42.332,1099911
2005-08-04,41.95,42.791,41.798,42.638,1734261
2005-08-05,42.638,42.944,42.255,42.791,613717
2005-08-08,42.866,43.554,42.332,43.173,1292526
2005-08-09,43.173,43.478,42.332,42.484,1031690
2005-08-10,42.484,42.562,41.339,41.644,558586
2005-08-11,41.644,41.95,41.262,41.644,777924
2005-08-12,41.186,41.568,40.728,40.728,882812
2005-08-16,40.728,42.178,40.192,41.95,1684687
2005-08-17,41.874,41.874,41.339,41.644,547216
2005-08-18,41.262,41.262,40.192,40.497,1043065
2005-08-19,40.497,40.497,39.963,40.269,849685
2005-08-22,40.421,41.109,40.346,40.804,679389
2005-08-23,40.879,40.879,40.192,40.497,1005897
2005-08-24,40.497,41.339,40.346,40.497,2376678
2005-08-25,40.497,40.651,40.117,40.117,641093
2005-08-26,40.269,40.804,40.117,40.575,1087666
2005-08-29,40.879,41.491,40.651,41.339,587684
2005-08-30,41.415,41.874,41.415,41.568,1043692
2005-08-31,41.95,42.944,41.568,42.944,2328422
2005-09-01,43.173,46,43.173,45.465,3725230
2005-09-02,45.922,48.522,45.922,46.534,5591996
2005-09-05,46.381,46.458,45.388,45.388,1823107
2005-09-06,45.16,45.846,45.16,45.618,961762
2005-09-07,45.846,45.846,44.166,44.318,1083140
2005-09-08,44.089,44.318,43.478,44.089,1495164
2005-09-09,44.318,45.541,44.318,44.699,1606051
2005-09-12,44.699,45.846,44.472,45.846,1979966
2005-09-13,46.611,47.223,45.846,45.846,2195998
2005-09-14,45.694,46.993,45.388,46.993,1214114
2005-09-15,46.916,48.522,46.916,48.216,2481699
2005-09-16,48.522,48.978,47.757,47.757,1537824
2005-09-19,48.139,49.055,47.91,48.828,2578057
2005-09-20,49.438,49.744,47.528,48.445,2092073
2005-09-21,48.522,48.904,47.986,48.828,1595048
2005-09-22,49.055,50.508,49.055,50.432,1793959
2005-09-23,50.05,50.126,49.055,49.59,1523691
2005-09-26,49.21,50.126,47.986,50.05,2016300
2005-09-27,50.05,51.501,49.514,51.195,1594794
2005-09-28,51.348,51.73,49.973,50.967,1689069
2005-09-29,50.89,51.501,50.432,50.66,1459504
2005-09-30,51.195,51.424,50.278,51.044,1705211
2005-10-03,51.044,52.799,50.89,52.723,1606892
2005-10-04,52.799,53.411,52.418,52.723,1503804
2005-10-05,51.883,52.189,50.432,50.432,2119278
2005-10-06,49.514,49.514,47.681,48.291,3492139
2005-10-07,48.139,48.599,47.452,47.986,1482174
2005-10-10,48.369,48.828,48.216,48.291,652753
2005-10-11,48.75,49.973,48.674,49.59,1144531
2005-10-12,49.59,49.59,48.828,49.285,747876
2005-10-13,49.055,49.055,46.23,46.305,1646132
2005-10-14,45.771,46.84,44.396,45.846,3450582
2005-10-17,46.534,47.605,46.305,46.381,2771616
2005-10-18,47.374,47.91,46.611,47.605,2007212
2005-10-19,45.846,46.534,45.694,46.23,3588576
2005-10-20,47.374,47.452,46.381,46.688,1435913
2005-10-21,45.846,46.381,45.541,45.541,1598073
2005-10-24,45.465,46.381,44.854,45.007,1166874
2005-10-25,45.618,46.23,45.312,45.694,767523
2005-10-26,46,47.068,44.318,45.007,1909967
2005-10-27,43.861,44.318,43.324,43.554,1463442
2005-10-28,43.095,44.013,42.562,43.554,1442306
2005-10-31,44.242,45.312,44.242,44.854,789484
2005-11-02,45.846,46.458,45.235,45.922,1898205
2005-11-03,46.23,47.223,45.694,46.916,1914918
2005-11-04,46.993,47.145,46.381,46.993,983139
2005-11-07,46.916,46.916,45.846,46,1463480
2005-11-08,46.078,46.381,45.541,45.846,1114092
2005-11-09,45.846,46.23,45.694,46.152,583015
2005-11-10,46.23,46.23,44.854,45.541,1244374
2005-11-14,45.922,46.152,43.324,44.166,1852900
2005-11-15,44.624,44.624,43.095,43.707,1615546
2005-11-16,43.861,44.547,43.019,44.318,1164033
2005-11-17,44.699,46.23,44.624,46.23,2185025
2005-11-18,46.611,46.84,45.235,45.465,905407
2005-11-21,45.541,45.846,44.089,44.318,2307820
2005-11-22,44.318,44.699,43.707,43.861,1006878
2005-11-23,43.936,44.93,43.707,44.777,616597
2005-11-24,44.777,45.388,44.242,44.93,860555
2005-11-25,45.084,45.541,44.547,45.465,726788
2005-11-28,45.922,46.688,45.541,46.611,1283268
2005-11-29,46.152,46.152,45.235,46.078,1287704
2005-11-30,45.541,46.078,45.465,45.846,855023
2005-12-01,45.922,46.381,45.694,46.078,894913
2005-12-02,46.993,47.374,46.458,47.374,2708892
2005-12-05,47.452,48.674,47.374,47.452,1188119
2005-12-06,47.757,48.369,46.688,46.916,1467234
2005-12-07,47.3,47.91,47.068,47.374,534319
2005-12-08,46.611,47.223,46.611,46.764,519191
2005-12-09,47.145,47.223,46.381,47.145,432302
2005-12-12,46.993,47.681,46.993,47.374,475638
2005-12-13,47.452,47.757,46.611,46.611,879562
2005-12-14,46.764,47.91,46.764,47.757,1433703
2005-12-15,47.681,47.91,46.84,47.681,1275640
2005-12-16,47.605,48.062,47.3,47.3,2196489
2005-12-19,47.374,47.374,46.305,46.381,1808198
2005-12-20,46,47.223,45.922,47.068,1670261
2005-12-21,46.916,47.068,45.922,45.922,1769628
2005-12-22,46.078,46.611,46,46.611,710021
2005-12-23,46.688,47.374,46.611,47.223,325345
2005-12-27,47.223,47.986,47.145,47.91,512907
2005-12-28,47.833,47.91,47.068,47.068,823393
2005-12-29,47.452,48.062,47.3,48.062,816052
2005-12-30,47.528,47.986,47.374,47.91,823617
2006-01-02,47.605,48.674,47.452,48.522,666730
2006-01-03,48.599,50.967,48.599,50.508,1757656
2006-01-04,51.577,52.112,50.583,52.112,1841028
2006-01-05,51.96,51.96,50.738,51.272,1754276
2006-01-06,51.272,52.112,50.66,52.112,1442961
2006-01-09,52.799,53.64,52.342,52.953,2507638
2006-01-10,52.799,53.411,51.501,51.577,1915160
2006-01-11,52.036,52.189,51.577,51.806,2294740
2006-01-12,51.806,51.806,50.355,50.738,3129724
2006-01-13,50.278,50.278,49.21,49.285,1373028
2006-01-16,48.904,49.667,48.904,49.438,1555790
2006-01-17,49.438,49.59,48.445,48.828,2083378
2006-01-18,48.062,48.522,47.757,48.139,1599102
2006-01-19,48.904,50.05,48.75,49.973,1563254
2006-01-20,50.432,50.66,49.59,49.973,1111175
2006-01-23,49.21,50.126,48.674,49.667,1669042
2006-01-24,49.667,50.814,49.362,50.66,2175094
2006-01-25,51.195,51.272,50.508,50.738,1536441
2006-01-26,50.967,50.967,48.75,48.904,1018559
2006-01-27,49.667,49.667,48.828,49.133,1198115
2006-01-30,49.514,50.508,47.91,49.59,1036087
2006-01-31,50.126,50.583,48.599,48.75,1125165
2006-02-01,48.445,49.285,48.369,49.133,907673
2006-02-02,49.438,49.438,48.522,48.599,752571
2006-02-03,48.139,48.139,46.305,47.068,1896875
2006-02-06,47.3,47.833,47.223,47.757,937670
2006-02-07,48.139,48.445,47.223,48.369,1000449
2006-02-08,47.374,47.91,46.993,47.528,1131776
2006-02-09,47.833,48.522,47.757,47.91,1024666
2006-02-10,47.681,47.681,46.458,46.611,857116
2006-02-13,46.078,46.305,45.618,45.771,1582454
2006-02-14,46.23,46.381,45.541,45.846,839404
2006-02-15,45.846,46.688,45.312,46.688,1065016
2006-02-16,46.993,46.993,45.541,45.541,585670
2006-02-17,45.618,47.986,45.618,47.91,1103191
2006-02-20,48.216,49.897,48.062,49.514,1280570
2006-02-21,49.514,49.514,48.216,48.216,1390311
2006-02-22,48.599,48.978,47.757,48.139,1484954
2006-02-23,48.062,48.522,47.3,47.986,1019906
2006-02-24,48.522,48.904,47.91,48.904,815616
2006-02-27,49.21,49.362,48.522,49.055,968574
2006-02-28,45.465,46.916,44.699,44.699,3546352
2006-03-01,45.465,46.23,45.465,46.078,3264396
2006-03-02,46.078,46.916,44.854,45.618,1542556
2006-03-03,45.922,46.23,45.084,45.846,1107572
2006-03-06,45.922,45.922,45.084,45.388,628696
2006-03-07,45.084,45.16,42.562,43.707,1994998
2006-03-08,43.707,43.861,41.262,41.491,2565753
2006-03-09,41.874,42.101,41.262,41.95,1958618
2006-03-10,42.027,42.484,41.262,42.408,3755089
2006-03-13,42.484,43.249,42.332,43.173,2570857
2006-03-14,42.791,43.249,42.484,42.714,1782421
2006-03-15,43.324,45.084,43.249,43.861,1808802
2006-03-16,44.318,45.922,44.013,45.771,1320623
2006-03-17,45.846,46.688,45.16,45.541,2955235
2006-03-20,45.541,46.078,44.242,44.318,990093
2006-03-21,43.936,44.318,43.173,43.861,1130449
2006-03-22,43.324,44.396,43.095,44.242,547208
2006-03-23,44.089,44.854,44.089,44.318,421047
2006-03-24,44.777,45.388,44.472,44.624,1040720
2006-03-27,44.318,44.854,44.318,44.854,499723
2006-03-28,44.854,44.854,43.554,43.707,663750
2006-03-29,43.631,43.936,42.791,43.707,1114654
2006-03-30,44.472,45.084,44.166,44.318,1203776
2006-03-31,44.854,45.084,44.089,45.007,644258
2006-04-03,44.318,46.078,44.318,45.922,1463551
2006-04-04,45.846,46.078,45.312,45.694,738022
2006-04-05,46,46.611,45.694,45.846,2044827
2006-04-06,46.152,47.605,46.152,47.374,1506572
2006-04-07,47.757,49.897,47.605,49.285,2851949
2006-04-10,49.21,50.432,48.599,50.05,2654351
2006-04-11,50.05,50.432,48.75,49.285,1641887
2006-04-12,48.904,49.744,48.828,49.133,1174171
2006-04-13,49.514,49.973,48.828,49.362,1610476
2006-04-18,49.897,50.814,49.897,50.508,1925579
2006-04-19,51.577,51.577,49.438,49.438,1984999
2006-04-20,49.438,50.126,49.133,49.973,3978505
2006-04-21,49.59,50.508,48.75,50.05,1391849
2006-04-24,49.973,51.424,49.973,51.195,1370150
2006-04-25,50.738,51.272,50.583,50.967,1340078
2006-04-26,51.195,51.195,50.355,50.66,1054819
2006-04-27,50.126,50.355,47.068,48.75,1582160
2006-04-28,48.291,49.667,48.291,48.904,882895
2006-05-02,48.904,49.21,47.833,48.139,1136385
2006-05-04,48.139,48.445,47.452,48.445,1844920
2006-05-05,48.599,49.667,48.291,49.285,1675154
2006-05-08,49.285,49.59,48.522,49.438,836821
2006-05-09,48.978,49.285,47.91,47.986,1095184
2006-05-10,48.139,48.139,46.611,46.993,1611929
2006-05-11,47.757,48.139,47.145,48.139,1059797
2006-05-12,46.534,47.145,45.694,46.23,1859510
2006-05-15,45.846,46.305,43.936,45.084,1349554
2006-05-16,43.936,45.694,43.861,45.465,1469509
2006-05-17,45.084,45.771,44.089,44.318,1425807
2006-05-18,43.554,44.166,42.791,43.324,2095070
2006-05-19,43.554,43.784,42.027,42.408,2902556
2006-05-22,42.255,42.255,39.581,39.734,3543961
2006-05-23,39.734,41.339,39.123,40.879,4285494
2006-05-24,41.262,41.644,38.665,40.117,3517113
2006-05-25,40.346,40.956,38.206,40.497,1815731
2006-05-26,41.721,41.798,40.728,40.879,2557181
2006-05-29,42.332,42.791,41.491,41.874,1290619
2006-05-30,41.568,41.798,40.575,41.491,1686916
2006-05-31,40.497,41.798,40.497,41.109,1751723
2006-06-01,41.721,41.721,40.651,41.033,1924042
2006-06-02,41.798,42.944,41.721,42.484,1759997
2006-06-05,42.791,42.791,41.798,42.332,772699
2006-06-06,41.95,41.95,40.804,40.804,1034447
2006-06-07,41.109,41.109,39.581,40.269,1992043
2006-06-08,38.741,39.352,37.67,38.816,3178153
2006-06-09,39.352,39.657,37.67,37.976,1749810
2006-06-12,37.747,38.053,36.831,37.441,1710686
2006-06-13,34.767,35.914,33.926,35.15,6462721
2006-06-14,35.531,35.685,33.391,34.002,3026397
2006-06-16,36.677,36.677,33.926,34.155,2917919
2006-06-19,34.843,37.211,34.231,36.908,2651913
2006-06-20,36.296,37.67,35.914,36.219,2340322
2006-06-21,36.143,37.059,35.15,35.454,1253854
2006-06-22,36.372,36.754,35.685,35.989,2904316
2006-06-23,35.914,36.524,35.15,36.447,2501234
2006-06-26,36.143,37.519,36.143,37.441,1047930
2006-06-27,37.594,40.346,37.594,40.039,2754728
2006-06-28,38.969,40.804,38.969,40.804,1604783
2006-06-29,40.879,41.568,39.352,39.734,1728556
2006-06-30,41.186,41.186,39.809,40.497,2879557
2006-07-03,40.879,41.109,40.192,40.497,874460
2006-07-04,40.575,41.568,40.575,41.415,1422030
2006-07-05,41.415,41.568,40.804,41.415,1297011
2006-07-06,41.339,43.249,41.033,42.791,1719871
2006-07-07,43.173,45.007,42.332,44.396,2095096
2006-07-10,42.791,45.235,42.791,44.318,1524386
2006-07-11,44.166,44.699,42.791,43.861,1875426
2006-07-12,44.396,44.624,42.101,42.791,1968762
2006-07-13,42.484,42.484,41.109,41.798,1286884
2006-07-14,40.497,42.484,40.421,42.484,1444877
2006-07-17,42.484,42.484,41.186,42.027,1193124
2006-07-18,41.721,42.484,41.644,41.798,992411
2006-07-19,41.95,41.95,40.728,41.798,1171079
2006-07-20,42.408,43.019,41.874,42.408,1451788
2006-07-21,41.95,42.408,41.874,42.408,875078
2006-07-24,42.408,43.402,42.101,43.249,937672
2006-07-25,43.554,43.861,43.095,43.631,1360986
2006-07-26,43.631,44.472,43.631,44.472,1486785
2006-07-27,44.854,46.611,44.777,46.611,1703497
2006-07-28,46.993,47.3,45.922,46.305,1183774
2006-07-31,46.23,46.611,45.312,46.305,786280
2006-08-01,45.922,46.305,44.318,44.318,3189155
2006-08-02,44.318,44.699,42.638,42.944,1624455
2006-08-03,43.173,43.173,40.804,40.956,1677523
2006-08-04,40.956,41.644,40.269,41.339,2756050
2006-08-07,41.262,41.262,39.963,40.575,924946
2006-08-08,40.651,41.491,40.575,40.575,1012552
2006-08-09,41.262,42.408,40.346,41.95,2843453
2006-08-10,41.798,41.798,40.651,40.956,1547384
2006-08-11,41.568,41.874,39.963,40.192,2480339
2006-08-14,40.039,40.728,39.963,40.728,818487
2006-08-16,41.262,41.262,40.269,40.497,1670218
2006-08-17,40.879,40.879,40.192,40.497,1756634
2006-08-18,40.192,41.568,40.192,41.262,1784523
2006-08-21,41.109,41.644,40.804,40.956,859737
2006-08-22,41.033,41.491,40.804,41.415,778243
2006-08-23,41.339,41.415,41.109,41.262,605418
2006-08-24,40.956,41.339,40.192,40.269,1019015
2006-08-25,40.192,40.497,38.816,39.2,1271034
2006-08-28,39.275,39.429,38.435,38.969,483693
2006-08-29,39.429,40.192,39.429,39.657,1215015
2006-08-30,39.657,40.651,39.506,40.269,1503245
2006-08-31,40.575,40.575,39.275,39.275,1346424
2006-09-01,39.352,39.849,39.275,39.313,717965
2006-09-04,39.734,40.766,39.506,40.497,1617214
2006-09-05,40.879,40.879,39.886,40.117,985356
2006-09-06,40.497,40.497,39.429,39.696,649344
2006-09-07,39.275,39.275,37.823,38.435,1390818
2006-09-08,38.512,38.741,38.06,38.206,821769
2006-09-11,37.211,37.709,36.41,36.41,2049341
2006-09-12,36.754,37.059,36.41,37.059,2348584
2006-09-13,37.594,38.107,37.25,37.976,2727257
2006-09-14,37.976,37.976,37.441,37.441,2438976
2006-09-15,37.289,37.823,36.685,37.328,1786473
2006-09-18,37.793,37.793,37.365,37.709,1975285
2006-09-19,37.441,37.846,37.365,37.823,1723263
2006-09-20,37.441,37.739,36.984,37.67,969784
2006-09-21,36.984,37.519,36.685,37.059,954769
2006-09-22,36.693,37.97,36.447,37.059,2214980
2006-09-25,37.45,37.739,36.685,36.945,1158581
2006-09-26,37.427,37.427,36.73,36.791,1011791
2006-09-27,36.998,36.998,36.15,36.831,2284426
2006-09-28,37.136,37.67,37.136,37.25,2139399
2006-09-29,37.626,37.626,37.235,37.441,2933323
2006-10-02,37.594,37.632,36.754,37.358,1500946
2006-10-03,36.677,37.127,36.677,36.791,1764356
2006-10-04,36.594,37.059,36.447,36.984,1113863
2006-10-05,37.441,37.976,37.433,37.67,1710049
2006-10-06,37.823,37.976,37.709,37.801,479803
2006-10-09,37.823,38.969,37.801,38.665,753456
2006-10-10,39.429,39.963,38.473,38.701,2767629
2006-10-11,39.2,39.2,37.67,38.588,2129218
2006-10-12,38.206,38.512,37.556,37.952,2604632
2006-10-13,37.45,37.785,36.953,37.166,3821610
2006-10-16,37.427,37.594,36.663,36.808,1764817
2006-10-17,37.038,37.198,36.226,36.908,1235851
2006-10-18,37.365,37.801,37.328,37.632,2690683
